Dataset,Subset,Metric,n,rho,p,q_BH,sig,CI_lo,CI_hi
Pooled,PD,Total_power,80,0.27923112986404125,0.012130703751751343,0.04852281500700537,*,0.045507956797579546,0.46681470803304825
Pooled,PD,LF_HF,80,-0.11973745897796532,0.2900916144159273,0.35703583312729514,,-0.33418009667650617,0.09215183040556868
Pooled,PD,LF_norm,80,0.5782700421940928,1.9389489944264458e-08,3.102318391082313e-07,***,0.40784159803448927,0.7031200663773812
Pooled,PD,HF_norm,80,0.24915611814345995,0.025832491886371864,0.08266397403638996,,0.035675427185958425,0.45149983372483116
Pooled,PD,DFA_alpha1,80,-0.1785982184716362,0.11295211649698901,0.2077681870935783,,-0.39523979246697005,0.062004584180276066
Pooled,PD,DFA_alpha2,59,0.19947399181765055,0.12985511693348645,0.2077681870935783,,-0.06595194157651431,0.42147105629545484
Pooled,HC,SDNN,86,-0.057766875796028114,0.597283889921921,0.6826101599107669,,-0.25136991009602627,0.12760856379248492
Pooled,HC,RMSSD,86,0.10025944620029247,0.35836784778307673,0.4493964347098103,,-0.09559377324752395,0.29789000345362554
Pooled,HC,pNN50,86,0.4969762724656823,1.131527987276797e-06,1.8104447796428754e-05,***,0.32446397341679484,0.6451316425758798
Pooled,HC,SDANN,16,-0.31176470588235294,0.23980004767411284,0.4493964347098103,,-0.7429249152356995,0.222042060457398
Pooled,HC,SD1,86,0.09886315392235483,0.36513460320172086,0.4493964347098103,,-0.10153255201894956,0.30395421195655076
Pooled,HC,SD2,86,-0.10329732534553517,0.34391534126909196,0.4493964347098103,,-0.27674274025477597,0.09248162229921435
Pooled,HC,SD1SD2,70,-0.026681830111101392,0.8264508767412533,0.8264508767412533,,-0.2479173604331059,0.19871968032204226
Pooled,HC,VLF_power,86,0.27839992452474177,0.009444643885249232,0.03239932993373724,*,0.06167436041793401,0.4614227935067655
Pooled,HC,LF_power,86,0.3022689749516487,0.0046752749342039695,0.024934799649087836,*,0.07981128785040205,0.4930402020082433
Pooled,HC,HF_power,86,0.18720694372376054,0.08435167484795869,0.19280382822390557,,-0.021064298023893778,0.3754698310539541
Pooled,HC,Total_power,86,0.25968206047455067,0.015755493602818627,0.04201464960751634,*,0.04633796058016991,0.46515389883832137
Pooled,HC,LF_HF,86,-0.11146752205292702,0.30689005062320857,0.4493964347098103,,-0.3394481254955261,0.1311719520669694
Pooled,HC,LF_norm,86,0.33381763290721256,0.001683612708204642,0.013468901665637136,*,0.1217499063688063,0.5038624917067461
Pooled,HC,HF_norm,86,0.11984527572055284,0.27172306622386444,0.4493964347098103,,-0.08853874851919137,0.33541479237642907
Pooled,HC,DFA_alpha1,86,-0.27592810981650073,0.010124790604292886,0.03239932993373724,*,-0.4439087482522711,-0.07511435091408158
Pooled,HC,DFA_alpha2,70,0.052471349838159397,0.6661778521912884,0.7105897090040411,,-0.15987052806500074,0.27291115775685626
