Dataset,Scale,Metric,n,rho,p,q_BH,sig
Japan-afternoon,18,DFA_alpha1,38,-0.19356603567129885,0.24425610429329836,6.482650213284514e-05,***
Japan-afternoon,19,pNN50,38,0.4487361855782908,0.004716446112641257,6.482650213284514e-05,***
Japan-afternoon,19,SD1,38,0.4246635299266878,0.007873435393312953,6.482650213284514e-05,***
Japan-afternoon,19,SD2,38,0.6710799868694606,4.004543899308525e-06,6.482650213284514e-05,***
Japan-afternoon,19,VLF_power,38,0.3723602144654777,0.02132456583797012,6.482650213284514e-05,***
Japan-afternoon,19,LF_power,38,0.19575445891235363,0.23886089588857995,6.482650213284514e-05,***
Japan-afternoon,19,HF_power,38,0.14126272021008862,0.3975713511920248,6.482650213284514e-05,***
Japan-afternoon,19,Total_power,38,0.17387022650180545,0.29649358813028076,6.482650213284514e-05,***
Japan-afternoon,19,LF_HF,38,-0.1101871101871102,0.5101791431648084,6.482650213284514e-05,***
Japan-afternoon,19,LF_norm,38,0.34062807747018276,0.03637883223215615,6.482650213284514e-05,***
Japan-afternoon,19,HF_norm,38,0.1622715833242149,0.3303718276046431,6.482650213284514e-05,***
Japan-afternoon,19,DFA_alpha1,38,-0.1878761352445563,0.25866482120241746,6.482650213284514e-05,***
Japan-afternoon,20,pNN50,38,0.4487361855782908,0.004716446112641257,6.482650213284514e-05,***
Japan-afternoon,20,SD1,38,0.4290403764087975,0.007192191167150476,6.482650213284514e-05,***
Japan-afternoon,20,SD2,38,0.6688915636284057,4.419988781784896e-06,6.482650213284514e-05,***
Japan-afternoon,20,VLF_power,38,0.3765182186234818,0.019808462616110564,0.0691724091356242,
Japan-afternoon,20,LF_power,38,0.2010066746908852,0.22624277365567097,0.09609504264088975,
Japan-afternoon,20,HF_power,38,0.15089178247072985,0.3658468921706658,0.09609504264088975,
Japan-afternoon,20,Total_power,38,0.17999781157675893,0.27952909123143344,0.09609504264088975,
Japan-afternoon,20,LF_HF,38,-0.11937848779954041,0.4753046454473473,0.09609504264088975,
Japan-afternoon,20,LF_norm,38,0.33647007331217854,0.03887481270472358,0.09609504264088975,
Japan-afternoon,20,HF_norm,38,0.17036874931611773,0.306477464037807,0.4953474432264776,
Japan-afternoon,20,DFA_alpha1,38,-0.1940037203195098,0.24317056303845264,0.4953474432264776,
